80,WMB,1.75_5,CALL,LONG,35.5
80,WMB,1.75_5,CALL,SHORT,35.0
80,WMB,1.75_5,PUT,SHORT,33.0
80,WMB,1.75_5,PUT,LONG,32.5
80,WMB,1.75_5,95.3
81,APC,1.75_5,CALL,LONG,85.0
81,APC,1.75_5,CALL,SHORT,82.5
81,APC,1.75_5,PUT,SHORT,77.5
81,APC,1.75_5,PUT,LONG,75.0
81,APC,1.75_5,94.67999999999999
82,APOL,1.75_5,CALL,LONG,18.0
82,APOL,1.75_5,CALL,SHORT,17.5
82,APOL,1.75_5,PUT,SHORT,15.5
82,APOL,1.75_5,PUT,LONG,15.0
82,APOL,1.75_5,93.3
83,TNA,1.75_5,CALL,LONG,87.5
83,TNA,1.75_5,CALL,SHORT,85.0
83,TNA,1.75_5,PUT,SHORT,75.0
83,TNA,1.75_5,PUT,LONG,72.5
83,TNA,1.75_5,92.9
84,HPQ,1.75_5,CALL,LONG,21.5
84,HPQ,1.75_5,CALL,SHORT,21.0
84,HPQ,1.75_5,PUT,SHORT,19.0
84,HPQ,1.75_5,PUT,LONG,18.5
84,HPQ,1.75_5,92.5
85,MCD,1.75_5,CALL,LONG,100.0
85,MCD,1.75_5,CALL,SHORT,97.5
85,MCD,1.75_5,PUT,SHORT,95.0
85,MCD,1.75_5,PUT,LONG,92.5
85,MCD,1.75_5,89.34
86,MGM,1.75_5,CALL,LONG,13.5
86,MGM,1.75_5,CALL,SHORT,13.0
86,MGM,1.75_5,PUT,SHORT,12.0
86,MGM,1.75_5,PUT,LONG,11.5
86,MGM,1.75_5,85.19999999999999
87,BAC,1.75_5,CALL,LONG,12.5
87,BAC,1.75_5,CALL,SHORT,12.0
87,BAC,1.75_5,PUT,SHORT,11.0
87,BAC,1.75_5,PUT,LONG,10.5
87,BAC,1.75_5,85.0
88,S,1.75_5,CALL,LONG,6.5
88,S,1.75_5,CALL,SHORT,6.0
88,S,1.75_5,PUT,SHORT,5.5
88,S,1.75_5,PUT,LONG,5.0
88,S,1.75_5,80.19999999999999
89,MSFT,1.75_5,CALL,LONG,29.0
89,MSFT,1.75_5,CALL,SHORT,28.5
89,MSFT,1.75_5,PUT,SHORT,27.0
89,MSFT,1.75_5,PUT,LONG,26.5
89,MSFT,1.75_5,72.9
90,FAS,1.75_5,CALL,LONG,165.0
90,FAS,1.75_5,CALL,SHORT,160.0
90,FAS,1.75_5,PUT,SHORT,140.0
90,FAS,1.75_5,PUT,LONG,135.0
90,FAS,1.75_5,72.87
91,OEX,1.75_5,CALL,LONG,700.0
91,OEX,1.75_5,CALL,SHORT,695.0
91,OEX,1.75_5,PUT,SHORT,670.0
91,OEX,1.75_5,PUT,LONG,665.0
91,OEX,1.75_5,72.85999999999999
92,XEO,1.75_5,CALL,LONG,700.0
92,XEO,1.75_5,CALL,SHORT,695.0
92,XEO,1.75_5,PUT,SHORT,670.0
92,XEO,1.75_5,PUT,LONG,665.0
92,XEO,1.75_5,72.85
93,GS,1.75_5,CALL,LONG,160.0
93,GS,1.75_5,CALL,SHORT,155.0
93,GS,1.75_5,PUT,SHORT,145.0
93,GS,1.75_5,PUT,LONG,140.0
93,GS,1.75_5,70.36
94,TZA,1.75_5,CALL,LONG,12.0
94,TZA,1.75_5,CALL,SHORT,11.5
94,TZA,1.75_5,PUT,SHORT,10.0
94,TZA,1.75_5,PUT,LONG,9.5
94,TZA,1.75_5,69.6
95,GDX,1.75_5,CALL,LONG,39.5
95,GDX,1.75_5,CALL,SHORT,39.0
95,GDX,1.75_5,PUT,SHORT,35.5
95,GDX,1.75_5,PUT,LONG,35.0
95,GDX,1.75_5,69.1
96,DECK,1.75_5,CALL,LONG,52.0
96,DECK,1.75_5,CALL,SHORT,51.5
96,DECK,1.75_5,PUT,SHORT,41.5
96,DECK,1.75_5,PUT,LONG,41.0
96,DECK,1.75_5,68.90000000000002
97,OXY,1.75_5,CALL,LONG,87.5
97,OXY,1.75_5,CALL,SHORT,85.0
97,OXY,1.75_5,PUT,SHORT,80.0
97,OXY,1.75_5,PUT,LONG,77.5
97,OXY,1.75_5,68.56
98,FAZ,1.75_5,CALL,LONG,13.0
98,FAZ,1.75_5,CALL,SHORT,12.5
98,FAZ,1.75_5,PUT,SHORT,11.0
98,FAZ,1.75_5,PUT,LONG,10.5
98,FAZ,1.75_5,67.8
99,BIDU,1.75_5,CALL,LONG,100.0
99,BIDU,1.75_5,CALL,SHORT,97.5
99,BIDU,1.75_5,PUT,SHORT,87.5
99,BIDU,1.75_5,PUT,LONG,85.0
99,BIDU,1.75_5,66.88000000000001
100,AMRN,1.75_5,CALL,LONG,9.0
100,AMRN,1.75_5,CALL,SHORT,8.5
100,AMRN,1.75_5,PUT,SHORT,7.0
100,AMRN,1.75_5,PUT,LONG,6.5
100,AMRN,1.75_5,65.5
101,ANR,1.75_5,CALL,LONG,9.0
101,ANR,1.75_5,CALL,SHORT,8.5
101,ANR,1.75_5,PUT,SHORT,7.0
101,ANR,1.75_5,PUT,LONG,6.5
101,ANR,1.75_5,65.0
102,SLB,1.75_5,CALL,LONG,82.5
102,SLB,1.75_5,CALL,SHORT,80.0
102,SLB,1.75_5,PUT,SHORT,75.0
102,SLB,1.75_5,PUT,LONG,72.5
102,SLB,1.75_5,63.46000000000001
103,XLB,1.75_5,CALL,LONG,40.0
103,XLB,1.75_5,CALL,SHORT,39.5
103,XLB,1.75_5,PUT,SHORT,37.5
103,XLB,1.75_5,PUT,LONG,37.0
103,XLB,1.75_5,62.5
104,BMY,1.75_5,CALL,LONG,38.5
104,BMY,1.75_5,CALL,SHORT,38.0
104,BMY,1.75_5,PUT,SHORT,36.0
104,BMY,1.75_5,PUT,LONG,35.5
104,BMY,1.75_5,60.80000000000001
105,HLF,1.75_5,CALL,LONG,44.5
105,HLF,1.75_5,CALL,SHORT,44.0
105,HLF,1.75_5,PUT,SHORT,36.0
105,HLF,1.75_5,PUT,LONG,35.5
105,HLF,1.75_5,60.100000000000016
106,DE,1.75_5,CALL,LONG,92.5
106,DE,1.75_5,CALL,SHORT,90.0
106,DE,1.75_5,PUT,SHORT,85.0
106,DE,1.75_5,PUT,LONG,82.5
106,DE,1.75_5,57.14
107,ABX,1.75_5,CALL,LONG,31.5
107,ABX,1.75_5,CALL,SHORT,31.0
107,ABX,1.75_5,PUT,SHORT,28.0
107,ABX,1.75_5,PUT,LONG,27.5
107,ABX,1.75_5,56.99999999999999
108,UNH,1.75_5,CALL,LONG,57.5
108,UNH,1.75_5,CALL,SHORT,55.0
108,UNH,1.75_5,PUT,SHORT,52.5
108,UNH,1.75_5,PUT,LONG,50.0
108,UNH,1.75_5,54.6
109,COP,1.75_5,CALL,LONG,62.5
109,COP,1.75_5,CALL,SHORT,60.0
109,COP,1.75_5,PUT,SHORT,55.0
109,COP,1.75_5,PUT,LONG,52.5
109,COP,1.75_5,50.92
110,WYNN,1.75_5,CALL,LONG,125.0
110,WYNN,1.75_5,CALL,SHORT,120.0
110,WYNN,1.75_5,PUT,SHORT,110.0
110,WYNN,1.75_5,PUT,LONG,105.0
110,WYNN,1.75_5,50.029999999999994
111,V,1.75_5,CALL,LONG,170.0
111,V,1.75_5,CALL,SHORT,165.0
111,V,1.75_5,PUT,SHORT,155.0
111,V,1.75_5,PUT,LONG,150.0
111,V,1.75_5,49.86
112,SNDK,1.75_5,CALL,LONG,55.0
112,SNDK,1.75_5,CALL,SHORT,52.5
112,SNDK,1.75_5,PUT,SHORT,47.5
112,SNDK,1.75_5,PUT,LONG,45.0
112,SNDK,1.75_5,48.040000000000006
113,MCP,1.75_5,CALL,LONG,7.0
113,MCP,1.75_5,CALL,SHORT,6.5
113,MCP,1.75_5,PUT,SHORT,5.0
113,MCP,1.75_5,PUT,LONG,4.5
113,MCP,1.75_5,44.6
114,YUM,1.75_5,CALL,LONG,70.0
114,YUM,1.75_5,CALL,SHORT,67.5
114,YUM,1.75_5,PUT,SHORT,62.5
114,YUM,1.75_5,PUT,LONG,60.0
114,YUM,1.75_5,41.48
115,UTX,1.75_5,CALL,LONG,95.0
115,UTX,1.75_5,CALL,SHORT,92.5
115,UTX,1.75_5,PUT,SHORT,87.5
115,UTX,1.75_5,PUT,LONG,85.0
115,UTX,1.75_5,41.17999999999999
116,CAT,1.75_5,CALL,LONG,97.5
116,CAT,1.75_5,CALL,SHORT,95.0
116,CAT,1.75_5,PUT,SHORT,87.5
116,CAT,1.75_5,PUT,LONG,85.0
116,CAT,1.75_5,40.94
117,PG,1.75_5,CALL,LONG,80.0
117,PG,1.75_5,CALL,SHORT,77.5
117,PG,1.75_5,PUT,SHORT,75.0
117,PG,1.75_5,PUT,LONG,72.5
117,PG,1.75_5,39.94
118,LOW,1.75_5,CALL,LONG,41.0
118,LOW,1.75_5,CALL,SHORT,40.5
118,LOW,1.75_5,PUT,SHORT,36.5
118,LOW,1.75_5,PUT,LONG,36.0
118,LOW,1.75_5,36.599999999999994
119,VALE,1.75_5,CALL,LONG,20.0
119,VALE,1.75_5,CALL,SHORT,19.5
119,VALE,1.75_5,PUT,SHORT,17.5
119,VALE,1.75_5,PUT,LONG,17.0
119,VALE,1.75_5,36.4
120,EBAY,1.75_5,CALL,LONG,60.0
120,EBAY,1.75_5,CALL,SHORT,57.5
120,EBAY,1.75_5,PUT,SHORT,52.5
120,EBAY,1.75_5,PUT,LONG,50.0
120,EBAY,1.75_5,36.14
121,GE,1.75_5,CALL,LONG,24.5
121,GE,1.75_5,CALL,SHORT,24.0
